Temps (en s),Position (en mm),Force (en kN),Inclinaison (en °),Pressure (en bar),AIO1 (50mm) (en mm),AIO3 (Temp Ch) (en °C),AIO4 (100mm) (en mm),AIO5(50mm) (en mm),AIO6(100mm) (en mm),Angle (body) (en °),angle (riser) (en °),
155.8300,-90.97,45.35,-4.699,92.9,-1.88,61.9,-5.46,-5.84,-10.64,-0.472,12.265,
155.8400,-90.53,45.17,-4.417,92.6,-1.36,61.9,-3.74,-5.07,-9.12,-0.459,12.229,
155.8500,-90.00,45.01,-4.690,93.3,-1.87,62.0,-5.47,-5.84,-10.64,-0.472,12.192,
155.8600,-89.41,44.22,-4.399,93.0,-1.35,61.9,-3.73,-5.07,-9.11,-0.460,12.139,
155.8700,-88.86,43.95,-4.672,92.5,-1.88,62.1,-5.46,-5.83,-10.64,-0.471,12.022,
155.8800,-88.20,43.30,-4.383,92.8,-1.36,62.3,-3.74,-5.07,-9.12,-0.459,11.966,
155.8900,-87.65,42.97,-4.654,93.1,-1.88,62.2,-5.47,-5.83,-10.64,-0.471,11.900,
155.9000,-86.77,42.33,-4.370,93.3,-1.35,62.4,-3.74,-5.07,-9.11,-0.459,11.838,
155.9100,-86.13,42.21,-4.641,92.8,-1.89,61.8,-5.48,-5.83,-10.64,-0.471,11.781,
155.9200,-85.46,41.50,-4.344,92.7,-1.35,61.8,-3.73,-5.07,-9.11,-0.459,11.736,
155.9300,-84.76,40.99,-4.616,93.2,-1.89,61.7,-5.46,-5.83,-10.65,-0.472,11.678,
155.9400,-84.17,40.65,-4.333,93.0,-1.35,61.7,-3.73,-5.07,-9.12,-0.459,11.640,
155.9500,-83.59,39.98,-4.598,92.7,-1.89,61.6,-5.48,-5.83,-10.65,-0.472,11.603,
155.9600,-82.98,39.58,-4.313,92.9,-1.35,61.8,-3.74,-5.07,-9.12,-0.458,11.576,
155.9700,-82.43,39.43,-4.586,93.4,-1.89,61.7,-5.49,-5.84,-10.64,-0.471,11.554,
155.9800,-81.74,39.52,-4.300,93.1,-1.34,61.7,-3.70,-5.07,-9.12,-0.458,11.531,
155.9900,-81.06,39.40,-4.589,93.0,-1.88,61.7,-5.46,-5.84,-10.64,-0.472,11.523,
156.0000,-80.44,39.40,-4.293,93.0,-1.35,61.7,-3.74,-5.07,-9.12,-0.458,11.510,
156.0100,-79.71,39.25,-4.573,93.0,-1.89,61.8,-5.47,-5.83,-10.64,-0.472,11.499,
156.0200,-79.28,39.28,-4.297,92.7,-1.35,61.7,-3.73,-5.07,-9.11,-0.458,11.507,
156.0300,-78.74,39.12,-4.572,92.6,-1.89,61.7,-5.46,-5.83,-10.64,-0.472,11.505,
156.0400,-78.09,39.06,-4.277,92.9,-1.35,61.9,-3.72,-5.07,-9.12,-0.457,11.495,
156.0500,-77.49,39.15,-4.574,92.4,-1.89,62.2,-5.47,-5.83,-10.64,-0.472,11.510,
156.0600,-76.74,38.97,-4.291,92.4,-1.35,62.3,-3.72,-5.07,-9.11,-0.457,11.499,
156.0700,-75.99,39.00,-4.578,92.5,-1.90,62.2,-5.48,-5.84,-10.64,-0.471,11.505,
156.0800,-75.37,39.15,-4.291,92.2,-1.35,62.3,-3.72,-5.07,-9.12,-0.458,11.507,
156.0900,-74.67,39.25,-4.576,92.7,-1.89,62.3,-5.46,-5.83,-10.65,-0.473,11.501,
156.1000,-74.12,39.09,-4.286,92.9,-1.35,62.3,-3.72,-5.07,-9.12,-0.458,11.488,
156.1100,-73.44,38.94,-4.573,92.9,-1.89,62.3,-5.47,-5.83,-10.65,-0.473,11.478,
156.1200,-72.99,38.70,-4.284,93.2,-1.34,62.3,-3.72,-5.07,-9.11,-0.458,11.458,
156.1300,-72.27,38.45,-4.559,92.6,-1.89,61.9,-5.47,-5.83,-10.64,-0.472,11.429,
156.1400,-71.59,38.12,-4.267,92.9,-1.35,61.9,-3.72,-5.07,-9.12,-0.457,11.395,
156.1500,-70.88,37.93,-4.547,93.1,-1.90,61.8,-5.47,-5.84,-10.65,-0.472,11.352,
156.1600,-70.29,37.69,-4.258,93.2,-1.34,62.0,-3.71,-5.07,-9.11,-0.457,11.315,
156.1700,-69.69,37.66,-4.536,93.1,-1.90,61.7,-5.48,-5.84,-10.64,-0.472,11.271,
156.1800,-69.09,37.14,-4.240,92.5,-1.34,61.7,-3.72,-5.07,-9.12,-0.457,11.217,
156.1900,-68.21,37.02,-4.523,93.3,-1.90,61.7,-5.48,-5.84,-10.65,-0.473,11.172,
156.2000,-67.71,37.08,-4.229,93.1,-1.35,61.7,-3.71,-5.07,-9.11,-0.458,11.083,
156.2100,-67.16,36.83,-4.510,92.4,-1.90,61.7,-5.48,-5.84,-10.64,-0.473,11.038,
156.2200,-66.43,36.59,-4.215,92.7,-1.34,61.8,-3.71,-5.07,-9.11,-0.457,10.998,
156.2300,-65.86,36.56,-4.503,93.0,-1.90,61.7,-5.48,-5.83,-10.64,-0.472,10.957,
156.2400,-65.17,36.13,-4.194,92.8,-1.34,61.7,-3.68,-5.07,-9.12,-0.456,10.917,
156.2500,-64.58,36.04,-4.478,92.9,-1.90,61.8,-5.48,-5.84,-10.65,-0.473,10.884,
156.2600,-63.94,35.80,-4.187,92.7,-1.34,62.1,-3.71,-5.07,-9.11,-0.457,10.850,
156.2700,-63.37,35.68,-4.464,92.8,-1.90,62.2,-5.49,-5.83,-10.64,-0.473,10.820,
156.2800,-62.77,35.28,-4.175,93.1,-1.34,62.2,-3.71,-5.06,-9.11,-0.456,10.793,
156.2900,-62.27,34.85,-4.449,92.9,-1.90,62.1,-5.47,-5.84,-10.65,-0.473,10.765,
156.3000,-61.56,34.58,-4.161,92.7,-1.34,62.2,-3.70,-5.07,-9.12,-0.455,10.742,
156.3100,-61.03,34.36,-4.449,92.8,-1.91,62.1,-5.48,-5.84,-10.65,-0.472,10.725,
156.3200,-60.57,34.15,-4.157,92.6,-1.33,62.3,-3.71,-5.07,-9.11,-0.456,10.705,
156.3300,-59.71,33.84,-4.449,93.0,-1.91,62.1,-5.50,-5.83,-10.64,-0.472,10.703,
156.3400,-59.18,33.78,-4.154,92.7,-1.33,62.0,-3.67,-5.06,-9.10,-0.455,10.678,
156.3500,-58.52,33.39,-4.446,92.7,-1.91,62.0,-5.50,-5.84,-10.65,-0.473,10.675,
156.3600,-57.90,33.20,-4.147,92.8,-1.33,62.0,-3.70,-5.06,-9.11,-0.455,10.661,
156.3700,-56.95,32.81,-4.447,92.9,-1.91,62.0,-5.51,-5.83,-10.65,-0.474,10.648,
156.3800,-56.29,32.99,-4.147,92.4,-1.33,62.0,-3.71,-5.07,-9.11,-0.455,10.639,
156.3900,-55.59,32.87,-4.440,92.7,-1.91,61.6,-5.50,-5.84,-10.65,-0.474,10.628,
156.4000,-55.00,32.75,-4.136,92.9,-1.33,61.6,-3.70,-5.06,-9.12,-0.455,10.613,
156.4100,-54.24,32.65,-4.427,92.7,-1.91,61.6,-5.49,-5.84,-10.64,-0.474,10.592,
156.4200,-53.63,32.53,-4.140,92.9,-1.33,61.6,-3.70,-5.06,-9.10,-0.455,10.579,
156.4300,-52.86,32.81,-4.416,92.6,-1.91,61.6,-5.51,-5.84,-10.66,-0.474,10.562,
156.4400,-52.28,32.71,-4.134,93.0,-1.33,61.6,-3.70,-5.06,-9.10,-0.455,10.541,
156.4500,-51.62,32.84,-4.415,92.9,-1.92,61.5,-5.48,-5.84,-10.66,-0.474,10.513,
156.4600,-50.96,32.56,-4.120,92.7,-1.33,61.6,-3.70,-5.07,-9.11,-0.454,10.481,
156.4700,-50.21,32.53,-4.395,92.7,-1.91,61.7,-5.51,-5.84,-10.65,-0.474,10.458,
156.4800,-49.66,32.32,-4.105,93.1,-1.32,62.1,-3.70,-5.07,-9.10,-0.454,10.426,
156.4900,-49.00,32.26,-4.388,93.0,-1.91,62.0,-5.51,-5.84,-10.65,-0.473,10.383,
156.5000,-48.23,32.50,-4.097,92.7,-1.33,62.0,-3.69,-5.07,-9.12,-0.454,10.360,
156.5100,-47.59,32.35,-4.382,93.2,-1.91,62.1,-5.50,-5.84,-10.67,-0.473,10.319,
156.5200,-47.02,32.32,-4.076,92.8,-1.33,62.2,-3.69,-5.07,-9.11,-0.455,10.287,
156.5300,-46.38,31.74,-4.373,92.9,-1.91,62.1,-5.50,-5.84,-10.65,-0.475,10.249,
156.5400,-45.54,31.49,-4.069,92.5,-1.33,62.2,-3.69,-5.06,-9.10,-0.455,10.174,
156.5500,-44.95,31.43,-4.355,92.7,-1.92,62.1,-5.50,-5.84,-10.66,-0.474,10.136,
156.5600,-44.46,31.52,-4.059,92.3,-1.32,62.1,-3.65,-5.06,-9.10,-0.454,10.099,
156.5700,-43.73,31.37,-4.339,92.8,-1.92,62.1,-5.51,-5.85,-10.66,-0.473,10.055,
156.5800,-43.05,30.94,-4.046,92.6,-1.32,62.1,-3.69,-5.06,-9.11,-0.454,10.007,
156.5900,-42.19,30.55,-4.330,92.5,-1.91,62.2,-5.51,-5.84,-10.66,-0.475,9.967,
156.6000,-41.78,30.36,-4.028,92.4,-1.32,61.8,-3.69,-5.06,-9.11,-0.455,9.922,
156.6100,-40.89,30.15,-4.314,92.4,-1.92,61.7,-5.48,-5.84,-10.66,-0.475,9.888,
156.6200,-40.37,29.91,-4.014,92.6,-1.33,61.7,-3.68,-5.06,-9.11,-0.455,9.843,
156.6300,-39.70,29.82,-4.296,92.2,-1.92,61.6,-5.51,-5.84,-10.66,-0.475,9.815,
156.6400,-39.17,29.51,-4.003,92.3,-1.32,61.8,-3.68,-5.06,-9.10,-0.453,9.798,
156.6500,-38.54,29.08,-4.294,92.6,-1.92,61.8,-5.50,-5.84,-10.66,-0.475,9.762,
156.6600,-37.83,28.69,-4.000,92.1,-1.32,61.9,-3.66,-5.06,-9.11,-0.453,9.739,
156.6700,-37.23,28.44,-4.286,92.4,-1.93,61.8,-5.52,-5.84,-10.65,-0.475,9.730,
156.6800,-36.62,28.26,-3.991,92.0,-1.32,61.9,-3.69,-5.06,-9.11,-0.452,9.700,
156.6900,-35.83,27.98,-4.279,92.1,-1.92,61.9,-5.50,-5.83,-10.64,-0.474,9.698,
156.7000,-35.32,27.89,-3.984,92.7,-1.32,61.9,-3.69,-5.06,-9.10,-0.453,9.673,
156.7100,-34.53,27.47,-4.277,92.4,-1.93,61.8,-5.47,-5.83,-10.64,-0.476,9.668,
156.7200,-33.93,27.50,-3.976,92.6,-1.32,61.9,-3.68,-5.06,-9.10,-0.453,9.660,
156.7300,-33.38,27.31,-4.276,92.7,-1.93,62.1,-5.52,-5.85,-10.67,-0.475,9.645,
156.7400,-32.81,27.22,-3.973,92.9,-1.31,62.3,-3.67,-5.06,-9.10,-0.452,9.640,
156.7500,-32.26,27.31,-4.267,93.1,-1.93,62.2,-5.52,-5.84,-10.67,-0.475,9.628,
156.7600,-31.40,27.04,-3.967,92.3,-1.32,62.3,-3.64,-5.06,-9.11,-0.452,9.617,
156.7700,-30.63,27.07,-4.261,92.8,-1.93,61.9,-5.52,-5.84,-10.66,-0.476,9.602,
156.7800,-30.03,26.76,-3.961,92.2,-1.32,61.9,-3.67,-5.06,-9.11,-0.451,9.587,
156.7900,-29.44,26.82,-4.256,92.5,-1.93,61.9,-5.52,-5.84,-10.66,-0.476,9.574,
156.8000,-28.78,26.76,-3.964,92.6,-1.32,61.9,-3.67,-5.06,-9.10,-0.452,9.557,
156.8100,-28.34,26.76,-4.261,92.5,-1.93,61.8,-5.50,-5.84,-10.65,-0.476,9.542,
156.8200,-27.50,26.67,-3.950,92.7,-1.31,61.9,-3.67,-5.06,-9.10,-0.451,9.508,
156.8300,-26.46,27.01,-4.252,92.6,-1.93,61.8,-5.52,-5.84,-10.66,-0.476,9.491,
156.8400,-25.73,26.76,-3.935,92.2,-1.32,61.9,-3.67,-5.06,-9.10,-0.451,9.470,
156.8500,-25.09,26.95,-4.233,92.4,-1.93,61.8,-5.53,-5.84,-10.66,-0.476,9.448,
156.8600,-24.19,26.92,-3.933,92.7,-1.31,61.9,-3.68,-5.06,-9.10,-0.451,9.406,
156.8700,-23.71,26.92,-4.224,93.2,-1.93,61.8,-5.53,-5.84,-10.67,-0.476,9.333,
156.8800,-22.92,27.04,-3.923,92.6,-1.31,61.9,-3.67,-5.05,-9.11,-0.452,9.305,
156.8900,-22.39,27.34,-4.215,92.5,-1.94,61.8,-5.53,-5.84,-10.67,-0.477,9.254,
156.9000,-21.73,27.34,-3.910,92.7,-1.31,62.2,-3.67,-5.06,-9.10,-0.451,9.210,
156.9100,-21.02,27.22,-4.198,92.8,-1.93,62.2,-5.52,-5.84,-10.66,-0.476,9.152,
156.9200,-20.43,27.04,-3.885,92.7,-1.31,62.3,-3.66,-5.06,-9.09,-0.451,9.099,
156.9300,-19.79,26.58,-4.170,92.7,-1.94,62.2,-5.53,-5.84,-10.66,-0.476,9.047,
156.9400,-18.86,26.31,-3.871,92.1,-1.31,62.3,-3.67,-5.05,-9.11,-0.450,8.985,
156.9500,-18.29,26.34,-4.165,92.7,-1.94,62.2,-5.55,-5.84,-10.66,-0.477,8.941,
156.9600,-17.65,25.73,-3.852,92.8,-1.31,62.3,-3.67,-5.06,-9.09,-0.451,8.892,
156.9700,-16.86,25.30,-4.141,92.9,-1.94,62.2,-5.55,-5.84,-10.66,-0.477,8.845,
156.9800,-16.46,24.87,-3.840,92.7,-1.31,62.4,-3.67,-5.05,-9.10,-0.451,8.806,
156.9900,-15.77,24.44,-4.127,92.8,-1.94,62.0,-5.54,-5.84,-10.67,-0.477,8.772,
157.0000,-14.96,23.86,-3.831,92.2,-1.31,62.0,-3.67,-5.06,-9.10,-0.450,8.734,
157.0100,-14.48,23.71,-4.113,92.9,-1.94,62.0,-5.55,-5.84,-10.66,-0.476,8.710,
157.0200,-13.60,23.16,-3.814,92.7,-1.30,62.0,-3.66,-5.05,-9.09,-0.450,8.685,
157.0300,-13.04,22.86,-4.109,92.5,-1.94,61.7,-5.54,-5.84,-10.67,-0.477,8.661,
157.0400,-12.38,22.31,-3.797,92.6,-1.31,61.7,-3.65,-5.05,-9.09,-0.450,8.642,
157.0500,-11.68,22.06,-4.107,92.6,-1.95,61.7,-5.55,-5.85,-10.67,-0.477,8.633,
157.0600,-11.10,21.61,-3.801,93.5,-1.30,61.7,-3.65,-5.06,-9.10,-0.450,8.618,
157.0700,-10.44,21.58,-4.102,93.0,-1.95,61.7,-5.55,-5.84,-10.66,-0.478,8.618,
157.0800,-9.83,21.51,-3.798,92.2,-1.29,61.7,-3.66,-5.06,-9.10,-0.450,8.608,
157.0900,-9.16,21.58,-4.091,92.1,-1.95,61.7,-5.54,-5.84,-10.67,-0.478,8.614,
157.1000,-8.42,21.61,-3.795,92.2,-1.30,61.7,-3.65,-5.06,-9.09,-0.450,8.606,
157.1100,-7.64,21.67,-4.096,92.5,-1.95,62.0,-5.52,-5.85,-10.69,-0.476,8.610,
157.1200,-7.07,21.91,-3.793,92.8,-1.30,62.2,-3.65,-5.05,-9.10,-0.449,8.606,
157.1300,-6.26,22.00,-4.096,92.7,-1.94,62.1,-5.54,-5.84,-10.67,-0.478,8.601,
157.1400,-5.64,22.13,-3.793,92.5,-1.30,62.2,-3.64,-5.05,-9.10,-0.449,8.595,
157.1500,-5.11,22.19,-4.092,92.3,-1.95,62.1,-5.54,-5.84,-10.67,-0.478,8.586,
157.1600,-4.30,22.13,-3.788,92.4,-1.30,62.2,-3.63,-5.06,-9.10,-0.448,8.565,
157.1700,-3.70,22.37,-4.088,92.7,-1.95,62.1,-5.55,-5.84,-10.68,-0.478,8.552,
157.1800,-2.87,22.52,-3.782,92.4,-1.30,62.2,-3.65,-5.06,-9.10,-0.448,8.535,
157.1900,-2.22,22.83,-4.082,92.4,-1.95,62.1,-5.54,-5.85,-10.67,-0.478,8.501,
157.2000,-1.61,22.61,-3.777,92.7,-1.30,62.0,-3.64,-5.06,-9.10,-0.449,8.471,
157.2100,-0.84,22.61,-4.071,92.6,-1.95,62.0,-5.52,-5.85,-10.68,-0.478,8.397,
157.2200,-0.22,22.16,-3.760,92.7,-1.30,62.0,-3.64,-5.06,-9.10,-0.449,8.350,
157.2300,0.53,21.91,-4.056,92.6,-1.95,61.9,-5.55,-5.85,-10.68,-0.479,8.309,
157.2400,0.88,22.03,-3.745,92.6,-1.29,62.0,-3.64,-5.06,-9.09,-0.448,8.256,
157.2500,1.67,21.45,-4.046,92.9,-1.95,61.7,-5.55,-5.84,-10.68,-0.478,8.204,
157.2600,2.16,21.27,-3.728,92.0,-1.29,61.7,-3.63,-5.06,-9.09,-0.447,8.138,
157.2700,2.82,20.57,-4.019,92.4,-1.96,61.7,-5.56,-5.85,-10.68,-0.477,8.091,
157.2800,3.96,20.05,-3.701,92.7,-1.29,61.7,-3.64,-5.06,-9.10,-0.449,8.030,
157.2900,4.76,19.96,-4.003,93.0,-1.95,61.7,-5.56,-5.84,-10.68,-0.479,7.980,
157.3000,5.57,19.59,-3.680,92.3,-1.29,61.7,-3.63,-5.05,-9.10,-0.448,7.931,
157.3100,6.13,19.65,-3.994,92.1,-1.95,61.6,-5.55,-5.85,-10.68,-0.479,7.884,
157.3200,6.67,18.98,-3.680,92.6,-1.29,61.7,-3.64,-5.05,-9.11,-0.447,7.852,
157.3300,7.34,18.80,-3.971,92.7,-1.96,61.9,-5.56,-5.85,-10.68,-0.478,7.822,
157.3400,7.97,18.37,-3.662,92.8,-1.29,62.0,-3.63,-5.05,-9.10,-0.447,7.793,
157.3500,8.81,18.59,-3.959,92.4,-1.96,61.9,-5.56,-5.85,-10.68,-0.478,7.773,
157.3600,9.52,18.43,-3.649,92.4,-1.28,62.0,-3.63,-5.05,-9.10,-0.447,7.741,
157.3700,10.07,18.46,-3.954,93.1,-1.97,62.1,-5.57,-5.85,-10.69,-0.478,7.722,
157.3800,11.08,18.07,-3.647,92.7,-1.29,62.2,-3.64,-5.06,-9.10,-0.448,7.695,
157.3900,11.68,17.91,-3.945,92.8,-1.96,62.1,-5.57,-5.85,-10.68,-0.479,7.680,
157.4000,12.25,17.94,-3.638,92.3,-1.28,62.2,-3.63,-5.05,-9.09,-0.447,7.669,
157.4100,12.73,17.94,-3.936,92.7,-1.97,62.1,-5.56,-5.85,-10.68,-0.479,7.650,
157.4200,13.51,17.82,-3.636,92.6,-1.28,62.2,-3.60,-5.05,-9.10,-0.447,7.643,
157.4300,14.19,17.55,-3.938,92.6,-1.97,62.1,-5.59,-5.85,-10.68,-0.479,7.639,
157.4400,14.96,17.27,-3.630,92.3,-1.28,62.1,-3.64,-5.06,-9.09,-0.447,7.630,
157.4500,15.64,17.00,-3.935,92.2,-1.96,62.0,-5.60,-5.85,-10.69,-0.479,7.630,
157.4600,16.26,16.94,-3.636,92.3,-1.28,61.7,-3.65,-5.05,-9.08,-0.447,7.613,
157.4700,16.90,17.03,-3.930,91.8,-1.97,61.7,-5.59,-5.85,-10.68,-0.480,7.598,
157.4800,17.80,17.12,-3.625,92.6,-1.29,61.7,-3.66,-5.05,-9.09,-0.447,7.594,
157.4900,18.22,17.15,-3.918,92.8,-1.96,61.7,-5.62,-5.85,-10.68,-0.480,7.573,
157.5000,19.02,16.94,-3.623,92.8,-1.28,61.9,-3.66,-5.05,-9.09,-0.447,7.549,
157.5100,19.65,16.78,-3.920,92.2,-1.96,61.8,-5.60,-5.85,-10.69,-0.481,7.526,
157.5200,20.34,16.85,-3.615,92.6,-1.28,61.9,-3.63,-5.05,-9.09,-0.446,7.488,
157.5300,21.13,16.63,-3.909,92.6,-1.97,61.8,-5.59,-5.85,-10.68,-0.482,7.456,
157.5400,21.77,16.91,-3.604,92.7,-1.28,61.9,-3.63,-5.05,-9.09,-0.447,7.374,
157.5500,22.52,16.57,-3.898,92.5,-1.97,61.8,-5.59,-5.85,-10.68,-0.480,7.340,
157.5600,23.27,16.45,-3.590,92.6,-1.28,61.9,-3.63,-5.05,-9.10,-0.446,7.291,
157.5700,23.82,16.27,-3.882,92.1,-1.97,61.8,-5.58,-5.85,-10.68,-0.480,7.255,
157.5800,24.61,16.36,-3.570,92.9,-1.28,61.9,-3.63,-5.06,-9.10,-0.446,7.212,
157.5900,25.14,16.24,-3.864,92.7,-1.97,62.2,-5.58,-5.85,-10.69,-0.479,7.168,
157.6000,25.80,15.90,-3.553,92.4,-1.28,62.4,-3.63,-5.05,-9.09,-0.445,7.125,
157.6100,26.64,15.62,-3.853,92.4,-1.97,62.3,-5.59,-5.85,-10.68,-0.479,7.086,
157.6200,27.19,15.44,-3.541,92.2,-1.28,62.3,-3.62,-5.05,-9.08,-0.446,7.050,
157.6300,27.92,14.98,-3.844,92.2,-1.97,61.9,-5.58,-5.85,-10.69,-0.481,6.997,
157.6400,28.66,14.50,-3.528,92.5,-1.28,61.9,-3.62,-5.05,-9.09,-0.447,6.967,
157.6500,29.28,14.37,-3.831,93.1,-1.97,61.9,-5.59,-5.85,-10.69,-0.480,6.928,
157.6600,29.92,14.16,-3.510,93.1,-1.28,61.9,-3.63,-5.06,-9.09,-0.446,6.903,
157.6700,30.65,13.92,-3.811,92.2,-1.97,61.8,-5.59,-5.85,-10.69,-0.481,6.867,
157.6800,31.27,13.52,-3.506,92.3,-1.28,61.9,-3.62,-5.06,-9.09,-0.445,6.849,
157.6900,31.84,13.24,-3.804,92.7,-1.97,61.8,-5.58,-5.85,-10.69,-0.481,6.826,
157.7000,32.61,12.97,-3.494,92.6,-1.28,61.9,-3.61,-5.05,-9.10,-0.445,6.803,
157.7100,33.22,12.79,-3.798,92.1,-1.98,61.7,-5.58,-5.85,-10.69,-0.481,6.786,
157.7200,33.76,12.57,-3.489,92.9,-1.27,61.7,-3.61,-5.05,-9.09,-0.445,6.764,
157.7300,34.59,12.05,-3.791,92.3,-1.98,61.7,-5.55,-5.85,-10.69,-0.481,6.751,
157.7400,35.71,12.18,-3.494,92.6,-1.27,61.7,-3.60,-5.05,-9.09,-0.445,6.730,
157.7500,36.33,12.24,-3.772,92.6,-1.98,61.6,-5.58,-5.85,-10.69,-0.482,6.715,
157.7600,37.02,12.51,-3.477,93.1,-1.26,61.9,-3.60,-5.06,-9.10,-0.444,6.700,
157.7700,37.77,13.00,-3.784,92.5,-1.98,61.7,-5.59,-5.85,-10.69,-0.481,6.687,
157.7800,38.60,13.95,-3.477,92.0,-1.27,61.7,-3.60,-5.05,-9.08,-0.445,6.673,
157.7900,39.15,14.74,-3.777,92.6,-1.99,61.7,-5.60,-5.85,-10.68,-0.482,6.664,
157.8000,39.61,15.90,-3.476,92.6,-1.27,62.3,-3.60,-5.05,-9.10,-0.445,6.649,
157.8100,40.28,16.72,-3.770,92.6,-1.99,62.2,-5.59,-5.85,-10.70,-0.483,6.613,
157.8200,40.81,17.97,-3.461,92.2,-1.28,62.4,-3.60,-5.06,-9.09,-0.445,6.591,
157.8300,41.51,19.07,-3.756,92.7,-1.98,62.2,-5.59,-5.85,-10.69,-0.481,6.534,
157.8400,42.00,20.02,-3.441,92.7,-1.27,62.2,-3.59,-5.05,-9.10,-0.444,6.470,
157.8500,42.50,20.90,-3.731,92.8,-1.98,62.0,-5.59,-5.85,-10.69,-0.481,6.387,
157.8600,42.99,21.33,-3.412,92.4,-1.27,62.0,-3.60,-5.05,-9.09,-0.443,6.284,
157.8700,43.69,21.42,-3.696,92.3,-1.98,62.1,-5.58,-5.86,-10.70,-0.481,6.175,
157.8800,44.22,21.55,-3.373,92.3,-1.27,62.1,-3.59,-5.06,-9.10,-0.445,5.926,
157.8900,44.55,21.58,-3.660,91.7,-1.98,62.0,-5.59,-5.86,-10.70,-0.483,5.802,
157.9000,45.08,20.78,-3.332,92.2,-1.26,62.0,-3.59,-5.06,-9.10,-0.444,5.682,
157.9100,45.48,19.68,-3.614,92.7,-1.99,61.9,-5.61,-5.86,-10.70,-0.482,5.559,
157.9200,45.78,18.28,-3.294,92.7,-1.26,62.0,-3.59,-5.05,-9.09,-0.444,5.448,
157.9300,46.29,17.03,-3.567,92.6,-1.98,61.8,-5.59,-5.86,-10.70,-0.481,5.358,
157.9400,46.62,15.53,-3.253,92.7,-1.27,61.7,-3.59,-5.06,-9.10,-0.443,5.262,
157.9500,46.95,14.13,-3.547,92.2,-1.99,61.7,-5.60,-5.87,-10.71,-0.482,5.194,
157.9600,47.46,12.63,-3.229,92.4,-1.26,61.7,-3.60,-5.06,-9.09,-0.443,5.140,
157.9700,48.03,10.96,-3.522,92.4,-1.99,62.1,-5.61,-5.86,-10.70,-0.483,5.085,
157.9800,48.41,9.55,-3.212,92.4,-1.26,62.2,-3.59,-5.06,-9.09,-0.444,5.066,
157.9900,48.87,8.42,-3.513,92.5,-1.98,62.2,-5.62,-5.86,-10.71,-0.483,5.055,
158.0000,49.05,7.97,-3.207,93.0,-1.26,62.2,-3.59,-5.06,-9.09,-0.443,5.064,
158.0100,49.31,7.35,-3.509,92.3,-1.99,62.1,-5.63,-5.87,-10.70,-0.483,5.085,
158.0200,49.69,7.11,-3.224,92.4,-1.26,62.2,-3.63,-5.06,-9.09,-0.443,5.130,
158.0300,50.19,7.20,-3.534,92.9,-1.99,62.1,-5.64,-5.86,-10.71,-0.482,5.190,
158.0400,50.65,7.57,-3.239,92.7,-1.26,62.2,-3.60,-5.05,-9.09,-0.443,5.268,
158.0500,50.94,8.39,-3.560,92.4,-1.99,62.1,-5.62,-5.87,-10.70,-0.483,5.347,
158.0600,51.21,9.06,-3.257,92.9,-1.26,62.1,-3.59,-5.06,-9.09,-0.443,5.441,
158.0700,51.60,10.38,-3.600,92.4,-1.99,62.0,-5.62,-5.87,-10.70,-0.484,5.541,
158.0800,51.91,11.57,-3.304,92.7,-1.26,62.1,-3.61,-5.06,-9.09,-0.443,5.644,
158.0900,52.08,12.94,-3.617,92.7,-1.99,61.9,-5.64,-5.87,-10.71,-0.483,5.731,
158.1000,52.72,14.16,-3.333,92.9,-1.26,61.8,-3.60,-5.06,-9.09,-0.443,5.812,
158.1100,52.79,15.38,-3.644,92.5,-1.99,61.7,-5.62,-5.87,-10.71,-0.483,5.887,
158.1200,53.19,16.69,-3.355,92.8,-1.26,61.7,-3.58,-5.06,-9.09,-0.442,5.932,
158.1300,53.56,17.61,-3.664,92.5,-1.99,61.7,-5.63,-5.87,-10.71,-0.485,5.970,
158.1400,53.74,18.28,-3.358,92.7,-1.25,61.7,-3.59,-5.06,-9.08,-0.443,5.983,
158.1500,53.92,18.74,-3.663,92.4,-1.99,61.7,-5.63,-5.87,-10.71,-0.484,5.975,
158.1600,54.24,18.83,-3.349,92.2,-1.26,61.7,-3.59,-5.06,-9.09,-0.443,5.941,
158.1700,54.51,18.25,-3.658,92.3,-2.00,61.7,-5.63,-5.87,-10.72,-0.484,5.896,
158.1800,54.71,17.73,-3.335,92.7,-1.26,61.7,-3.59,-5.07,-9.10,-0.442,5.830,
158.1900,55.57,16.91,-3.633,92.6,-1.99,61.9,-5.62,-5.87,-10.71,-0.483,5.744,
158.2000,55.59,16.05,-3.309,92.5,-1.25,62.0,-3.60,-5.06,-9.09,-0.441,5.653,
158.2100,55.87,14.50,-3.595,92.6,-1.99,61.9,-5.63,-5.87,-10.71,-0.484,5.452,
158.2200,56.16,13.21,-3.282,93.3,-1.25,62.1,-3.58,-5.06,-9.09,-0.442,5.350,
158.2300,56.47,11.63,-3.563,92.7,-2.00,62.2,-5.62,-5.88,-10.71,-0.484,5.262,
158.2400,56.73,10.19,-3.244,92.5,-1.25,62.3,-3.58,-5.06,-9.09,-0.442,5.181,
158.2500,56.96,9.09,-3.525,93.3,-2.00,62.2,-5.64,-5.88,-10.71,-0.485,5.119,
158.2600,57.13,7.84,-3.223,92.7,-1.25,62.3,-3.59,-5.07,-9.09,-0.442,5.066,
158.2700,57.31,6.90,-3.515,92.8,-2.00,62.2,-5.63,-5.87,-10.71,-0.484,5.040,
